state,town,count
Minnesota,St Michael,1
Minnesota,St Paul,1
Minnesota,Vadnais Heights,1
Minnesota,Virginia,1
Minnesota,Waconia,1
Minnesota,West Saint Paul,2
Minnesota,White Bear Lake,2
Minnesota,Willmar,1
Minnesota,Winona,1
Minnesota,Woodbury,4
Missouri,Affton,1
Missouri,Arnold,4
Missouri,Ballwin,4
Missouri,Belton,2
Missouri,Blue Springs,4
Missouri,Branson,2
Missouri,Brentwood,2
Missouri,Bridgeton,2
Missouri,Cape Girardeau,3
Missouri,Carrollton,1
Missouri,Chesterfield,5
Missouri,Clayton,1
Missouri,Clinton,1
Missouri,Columbia,2
Missouri,Concord Village,1
Missouri,Cottleville,1
Missouri,Crestwood,1
Missouri,Creve Coeur,2
Missouri,Crystal City,1
Missouri,Dardenne Prairie,2
Missouri,Ellisville,1
Missouri,Eureka,1
Missouri,Excelsior Springs,1
Missouri,Farmington,2
Missouri,Fenton,2
Missouri,Ferguson,1
Missouri,Festus,1
Missouri,Florissant,8
Missouri,Fulton,1
Missouri,Gladstone,2
Missouri,Grandview,1
Missouri,Hannibal,1
Missouri,Harrisonville,1
Missouri,High Ridge,1
Missouri,Independence,6
Missouri,Ironton,1
Missouri,Jefferson City,2
Missouri,Jennings,1
Missouri,Joplin,2
Missouri,Kansas City,27
Missouri,Kearney,1
Missouri,Kirkwood,2
Missouri,Ladue,2
Missouri,Lake Ozark,1
Missouri,Lake St Louis,1
Missouri,Lees Summit,5
Missouri,Lexington,1
Missouri,Liberty,1
Missouri,Macon,1
Missouri,Maplewood,1
Missouri,Marshall,1
Missouri,Maryland Heights,1
Missouri,Nixa,1
Missouri,North Kansas City,1
Missouri,fallon,5
Missouri,Odessa,1
Missouri,Ofallon,1
Missouri,Fallon,1
Missouri,Olivette,1
Missouri,Osage Beach,1
Missouri,Overland,1
Missouri,Pacific,1
Missouri,Platte City,1
Missouri,Plattsburg,1
Missouri,Poplar Bluff,1
Missouri,Raymore,1
Missouri,Raytown,2
Missouri,Richmond,1
Missouri,Richmond Heights,1
Missouri,Rock Hill,1
Missouri,Rolla,1
Missouri,Saint Charles,1
Missouri,Saint Joseph,1
Missouri,Saint Louis,2
Missouri,Saint Peters,1
Missouri,Salisbury,1
Missouri,Sedalia,1
Missouri,Sikeston,1
Missouri,Springfield,6
Missouri,St Charles,4
Missouri,St Genevieve,1
Missouri,St John,1
Missouri,St joseph,1
Missouri,St Joseph,2
Missouri,St Louis,19
Missouri,St Peters,4
Missouri,St Louis,3
Missouri,St Peters,1
Missouri,Union,1
Missouri,University City,1
Missouri,Warrensburg,1
Missouri,Washington,2
Missouri,Webster Groves,2
Missouri,Wentzille,1
Missouri,Wentzville,2
Missouri,West Plains,1
Mississippi,Booneville,1
Mississippi,Brandon,1
Mississippi,Carthage,1
Mississippi,Clinton,1
Mississippi,Diamondhead,1
Mississippi,Diberville,2
Mississippi,Flowood,2
Mississippi,Forest,1
Mississippi,Greenville,1
Mississippi,Greenwood,1
Mississippi,Grenada,1
Mississippi,Gulfport,3
Mississippi,Hattiesburg,4
Mississippi,Holly Springs,1
Mississippi,Horn Lake,1
Mississippi,Hurley,1
Mississippi,Jackson,5
Mississippi,Kosciusko,1
Mississippi,Laurel,1
Mississippi,Madison,2
Mississippi,Mccomb,1
Mississippi,Meridian,2
Mississippi,Natchez,1
Mississippi,Ocean Springs,1
Mississippi,Olive Branch,3
Mississippi,Oxford,1
Mississippi,Pascagoula,1
Mississippi,Pearl,1
Mississippi,Picayune,1
Mississippi,Pontotoc,1
Mississippi,Richland,1
Mississippi,Ridgeland,1
Mississippi,Ripley,1
Mississippi,Southaven,3
Mississippi,Starkville,1
Mississippi,Tupelo,1
Mississippi,Vicksburg,1
Mississippi,Walls,1
Mississippi,West Point,1
Mississippi,Yazoo City,1
Montana,Anaconda,1
Montana,Billings,6
Montana,Bozeman,1
Montana,Butte,1
Montana,Great Falls,1
Montana,Helena,3
Montana,Laurel,1
Montana,Missoula,2
Nebraska,Bellevue,2
Nebraska,Columbus,1
Nebraska,Grand Island,1
Nebraska,Kearney,1
Nebraska,Lavista,1
Nebraska,Lincoln,9
Nebraska,Norfolk,1
Nebraska,Omaha,13
Nebraska,Papillion,1
Nevada,Boulder City,1
Nevada,Carson City,3
Nevada,Elko,1
Nevada,Fallon,1
Nevada,Henderson,13
Nevada,Las Vegas,53
Nevada,North Las Vegas,7
Nevada,Pahrump,1
Nevada,Reno,12
Nevada,Sparks,5
Nevada,Stateline,1
Nevada,Sun Valley,1
Ohio,Akron,9
Ohio,Amelia,1
Ohio,Amherst,1
Ohio,Ashland,1
Ohio,Ashtabula,1
Ohio,Athens,2
Ohio,Aurora,2
Ohio,Avon,2
Ohio,Avon Lake,1
Ohio,Barberton,1
Ohio,Bay Village,1
Ohio,Beavercreek,2
Ohio,Bedford,1
Ohio,Bellefontaine,1
Ohio,Bellevue,1
Ohio,Belpre,1
Ohio,Berea,1
Ohio,Berlin,1
Ohio,Bethel,1
Ohio,Blanchester,1
Ohio,Blue Ash,1
Ohio,Bluffton,1
Ohio,Boardman,2
Ohio,Bowling Green,1
Ohio,Brecksville,1
Ohio,Brookpark,1
Ohio,Brookville,1
Ohio,Brunswick,1
Ohio,Bryan,1
Ohio,Bucyrus,1
Ohio,Cambridge,1
Ohio,Canal Winchester,1
Ohio,Canfield,1
Ohio,Canton,2
Ohio,Celina,1
Ohio,Centerville,1
Ohio,Chagrin Falls,2
Ohio,Chardon,1
Ohio,Chesapeake,1
Ohio,Chesterland,1
Ohio,Cheviot,1
Ohio,Chillicothe,2
Ohio,Cincinnati,19
Ohio,Circleville,1
Ohio,Cleveland,14
Ohio,Cleveland Heigh,1
Ohio,Cleveland Heights,1
Ohio,Colerain Township,1
Ohio,Columbus,34
Ohio,Conneaut,1
Ohio,Copley,1
Ohio,Coshocton,1
Ohio,Cuyahoga Falls,3
Ohio,Dayton,10
Ohio,Delaware,2
Ohio,Dennison,1
Ohio,Dover,1
Ohio,Doylestown,1
Ohio,Dublin,3
Ohio,Eaton,1
Ohio,Elyria,2
Ohio,Euclid,1
Ohio,Fairborn,2
Ohio,Fairfield,1
Ohio,Fairlawn,1
Ohio,Fairview Park,1
Ohio,Findlay,1
Ohio,Franklin,2
Ohio,Fremont,1
Ohio,Gahanna,2
Ohio,Gallipolis,1
Ohio,Galloway,1
Ohio,Garfield Heights,1
Ohio,Geneva,1
Ohio,Georgetown,1
Ohio,Germantown,1
Ohio,Gibsonburg,1
Ohio,Granville,1
Ohio,Green,1
Ohio,Greenville,1
Ohio,Grove City,4
Ohio,Hamilton,4
Ohio,Harrison,1
Ohio,Hartville,1
Ohio,Hartwell,1
Ohio,Heath,1
Ohio,Hilliard,5
Ohio,Hillsboro,1
Ohio,Hinkley,1
Ohio,Hubbard,1
Ohio,Huber Heights,2
Ohio,Hudson,1
Ohio,Independence,1
Ohio,Ironton,2
Ohio,Jackson,1
Ohio,Johnstown,1
Ohio,Kent,1
Ohio,Kenton,1
Ohio,Ketterin,1
Ohio,Kettering,1
Ohio,Lakewood,2
Ohio,Lancaster,2
Ohio,Landen,1
Ohio,Lebanon,1
Ohio,Lewis Center,1
Ohio,Lima,2
Ohio,Lodi,1
Ohio,Logan,1
Ohio,London,1
Ohio,Lorain,1
Ohio,Loveland,1
Ohio,Lyndhurst,1
Ohio,Maineville,1
Ohio,Mansfield,4
Ohio,Marietta,1
Ohio,Marion,2
Ohio,Martins Ferry,1
Ohio,Marysville,1
Ohio,Mason,1
Ohio,Massillon,2
Ohio,Mayfield Heights,3
Ohio,Mayfield Village,1
Ohio,Medina,2
Ohio,Mentor,3
Ohio,Miamisburg,1
Ohio,Middleburg,1
Ohio,Middlefield,1
Ohio,Middletown,3
Ohio,Milford,3
Ohio,Mogadore,1
Ohio,Montgomery,1
Ohio,Moraine,1
Ohio,Mount Healthy,1
Ohio,Mount Vernon,1
Ohio,New Albany,1
Ohio,Newark,3
Ohio,New Boston,1
Ohio,New Carlisle,1
Ohio,New Lebanon,1
Ohio,New Lexington,1
Ohio,Niles,2
Ohio,North Canton,2
Ohio,Northfield,2
Ohio,Northfield Center,1
Ohio,North Olmsted,3
Ohio,North Ridgeville,1
Ohio,North Royalton,2
Ohio,Norton,1
Ohio,Norwalk,1
Ohio,Norwood,1
Ohio,Oak Hill,1
Ohio,Oakwood,1
Ohio,Oberlin,1
Ohio,Olmsted Township,1
Ohio,Oregon,1
Ohio,Orrville,1
Ohio,Oxford,1
Ohio,Painesville,3
Ohio,Parma,3
Ohio,Pataskala,1
Ohio,Pickerington,1
Ohio,Piqua,1
Ohio,Portsmouth,2
Ohio,Powell,3
Ohio,Ravenna,1
Ohio,Reading,1
Ohio,Reynoldsburg,4
Ohio,Richmond Heights,1
Ohio,Rocky River,1
Ohio,Rossford,1
Ohio,Saint Clairsville,1
Ohio,Sandusky,2
Ohio,Shaker Heights,2
Ohio,Sharonville,1
Ohio,Shreve,1
Ohio,Sidney,1
Ohio,Silverton,1
Ohio,Solon,1
Ohio,South Euclid,1
Ohio,South Lebanon,1
Ohio,Springboro,1
Ohio,Springdale,2
Ohio,Springfield,3
Ohio,Steubenville,1
Ohio,Stow,2
Ohio,Streetsboro,2
Ohio,Strongsville,2
Ohio,Struthers,1
Ohio,Sunbury,1
Ohio,Sylvania,1
Ohio,Tiffin,1
Ohio,Tipp City,1
Ohio,Toledo,3
Ohio,Trotwood,1
Ohio,Troy,1
Ohio,Twinsburg,2
Ohio,Union,1
Ohio,University Heights,3
Ohio,Upper Arlington,2
Ohio,Urbana,1
Ohio,Van Wert,1
Ohio,Wadsworth,2
Ohio,Wapakoneta,1
Ohio,Warren,2
Ohio,Warrensville Heights,1
Ohio,Washington Court House,1
Ohio,Waverly,1
Ohio,West Chester,2
Ohio,Westerville,3
Ohio,Westlake,1
Ohio,Whitehall,2
Ohio,Willoughby,2
Ohio,Willoughby Hills,1
Ohio,Wilmington,1
Ohio,Woodmere Village,1
Ohio,Woodville,1
Ohio,Wooster,1
Ohio,Worthington,2
Ohio,Xenia,1
Ohio,Youngstown,1
Ohio,Zanesville,2
Oklahoma,Ardmore,1
Oklahoma,Bartlesville,1
Oklahoma,Broken Arrow,4
Oklahoma,Chickasha,1
Oklahoma,Choctaw,1
Oklahoma,Claremore,1
Oklahoma,Del City,1
Oklahoma,Duncan,1
Oklahoma,Durant,1
Oklahoma,Edmond,6
Oklahoma,Enid,1
Oklahoma,Jenks,1
Oklahoma,Lawton,3
Oklahoma,Mcalester,1
Oklahoma,Midwest City,3
Oklahoma,Moore,3
Oklahoma,Muskogee,1
Oklahoma,Mustang,1
Oklahoma,Norman,5
Oklahoma,Oklahoma City,16
Oklahoma,Owasso,2
Oklahoma,Sand Springs,1
Oklahoma,Shawnee,1
Oklahoma,Stillwater,1
Oklahoma,The Village,1
Oklahoma,Tulsa,14
Oklahoma,Warr Acres,2
Oklahoma,Yukon,3
Oregon,Albany,1
Oregon,Beaverton,2
Oregon,Clackamas,1
Oregon,Eugene,1
Oregon,Fairview,1
Oregon,Hillsboro,1
Oregon,Keizer,1
Oregon,Medford,1
Oregon,Portland,8
Oregon,Salem,1
Oregon,Sherwood,1
Oregon,Springfield,1
Oregon,Tigard,1
Oregon,Wilsonville,1
Pennsylvania,Abington,1
Pennsylvania,Aliquippa,2
Pennsylvania,Allentown,10
Pennsylvania,Allison Park,1
Pennsylvania,Altoona,1
Pennsylvania,Ambler,2
Pennsylvania,Ambridge,1
Pennsylvania,Ardmore,1
Pennsylvania,Aston Township,1
Pennsylvania,Audubon,1
Pennsylvania,Bala Cynwyd,2
Pennsylvania,Bangor,1
Pennsylvania,Beaver Falls,1
Pennsylvania,Bedford,1
Pennsylvania,Bellefonte,1
Pennsylvania,Belle Vernon,1
Pennsylvania,Bellevue,1
Pennsylvania,Bensalem,4
Pennsylvania,Berwick,1
Pennsylvania,Berwyn,1
Pennsylvania,Bethel Park,1
Pennsylvania,Bethlehem,6
Pennsylvania,Blakeslee,1
Pennsylvania,Blandon,1
Pennsylvania,Bloomsburg,1
Pennsylvania,Blue Bell,2
Pennsylvania,Boyertown,1
Pennsylvania,Bradford,1
Pennsylvania,Brodheadsville,1
Pennsylvania,Brookhaven,1
Pennsylvania,Broomall,2
Pennsylvania,Burnham,1
Pennsylvania,Butler,1
Pennsylvania,Camp Hill,2
Pennsylvania,Carbondale,1
Pennsylvania,Carlisle,3
Pennsylvania,Carnegie,1
Pennsylvania,Chalfont,2
Pennsylvania,Chambersburg,3
Pennsylvania,Cheltenham,1
Pennsylvania,Chester Springs,1
Pennsylvania,Clarion,1
Pennsylvania,Clarks Summit,1
Pennsylvania,Clearfield,1
Pennsylvania,Coatesville,1
Pennsylvania,Collegeville,1
Pennsylvania,Columbia,1
Pennsylvania,Conshohocken,1
Pennsylvania,Coopersburg,1
Pennsylvania,Corry,1
Pennsylvania,Crafton,1
Pennsylvania,Cranberry,1
Pennsylvania,Cranberry Twp,1
Pennsylvania,Cresco,1
Pennsylvania,Croydon,1
Pennsylvania,Dallas,1
Pennsylvania,Danville,1
Pennsylvania,Dickson City,2
Pennsylvania,Dormont,1
Pennsylvania,Douglassville,1
Pennsylvania,Dover,1
Pennsylvania,Downingtown,2
Pennsylvania,Doylestown,3
Pennsylvania,Dresher,1
Pennsylvania,Drexel Hill,2
Pennsylvania,Dubois,1
Pennsylvania,Dunmore,1
Pennsylvania,Easton,6
Pennsylvania,East Stroudsburg,4
Pennsylvania,East Vincent,1
Pennsylvania,Edinboro,1
Pennsylvania,Effort,1
Pennsylvania,Elizabethtown,1
Pennsylvania,Elizabethville,1
Pennsylvania,Ellwood City,1
Pennsylvania,Emmaus,1
Pennsylvania,Enola,1
Pennsylvania,Ephrata,1
Pennsylvania,Erdenheim,1
Pennsylvania,Erie,8
Pennsylvania,Exeter,1
Pennsylvania,Exton,4
Pennsylvania,Fairless Hills,1
Pennsylvania,Feasterville,1
Pennsylvania,Folsom,1
Pennsylvania,Franconia,1
Pennsylvania,Frazer,1
Pennsylvania,Freeland,1
Pennsylvania,Gettysburg,1
Pennsylvania,Gibsonia,1
Pennsylvania,Gilbertsville,1
Pennsylvania,Glen Mills,2
Pennsylvania,Glenn Mills,1
Pennsylvania,Glenolden,1
Pennsylvania,Glenside,1
Pennsylvania,Greencastle,1
Pennsylvania,Greensburg,1
Pennsylvania,Hamlin,1
Pennsylvania,Hanover,2
Pennsylvania,Hanover Township,1
Pennsylvania,Harrisburg,9
Pennsylvania,Hatboro,1
Pennsylvania,Hatfield,1
Pennsylvania,Havertown,2
Pennsylvania,Hawley,1
Pennsylvania,Hazelton,1
Pennsylvania,Hazleton,1
Pennsylvania,Hellertown,1
Pennsylvania,Hershey,1
Pennsylvania,Homestead,1
Pennsylvania,Honesdale,1
Pennsylvania,Horsham,1
Pennsylvania,Hummelstown,1
Pennsylvania,Huntingdon Valley,1
Pennsylvania,Indiana,1
Pennsylvania,Jamison,1
Pennsylvania,Jenkintown,1
Pennsylvania,Jersey Shore,1
Pennsylvania,Johnsonburg,1
Pennsylvania,Johnstown,1
Pennsylvania,Kennet Square,1
Pennsylvania,King Of Prussia,2
Pennsylvania,Kingston,1
Pennsylvania,Kutztown,1
Pennsylvania,Lancaster,12
Pennsylvania,Landenberg,1
Pennsylvania,Landisville,1
Pennsylvania,Langhorne,2
Pennsylvania,Lansdale,4
Pennsylvania,Lansdowne,1
Pennsylvania,Latrobe,1
Pennsylvania,Lebanon,3
Pennsylvania,Leesport,1
Pennsylvania,Lemoyne,1
Pennsylvania,Levittown,1
Pennsylvania,Lewisburg,1
Pennsylvania,Lewistown,1
Pennsylvania,Lima,1
Pennsylvania,Limerick,1
Pennsylvania,Lititz,3
Pennsylvania,Lock Haven,1
Pennsylvania,Lower Makefield,1
Pennsylvania,Macungie,1
Pennsylvania,Malvern,1
Pennsylvania,Manchester,1
Pennsylvania,Manheim,1
Pennsylvania,Mansfield,1
Pennsylvania,Maple Glen,1
Pennsylvania,Mars,1
Pennsylvania,Masontown,1
Pennsylvania,Mckeesport,1
Pennsylvania,Mckees Rocks,1
Pennsylvania,Mcmurray,1
Pennsylvania,Meadville,1
Pennsylvania,Mechanicsburg,5
Pennsylvania,Media,1
Pennsylvania,Middletown,1
Pennsylvania,Mifflinburg,1
Pennsylvania,Millersburg,1
Pennsylvania,Milton,1
Pennsylvania,Monaca,2
Pennsylvania,Monroeville,2
Pennsylvania,Morrisville,1
Pennsylvania,Mount Carmel,1
Pennsylvania,Mount Joy,1
Pennsylvania,Mount Lebanon,1
Pennsylvania,Mount Pleasant,1
Pennsylvania,Mount Pocono,1
Pennsylvania,Muncy,2
Pennsylvania,Nanticoke,1
Pennsylvania,Natrona Heights,1
Pennsylvania,Nazareth,1
Pennsylvania,Nesquehoning,1
Pennsylvania,New Castle,2
Pennsylvania,New Cumberland,1
Pennsylvania,New Holland,1
Pennsylvania,New Hope,1
Pennsylvania,New Kensington,1
Pennsylvania,Newtown,1
Pennsylvania,Newtown Square,1
Pennsylvania,Norristown,2
Pennsylvania,Northampton,1
Pennsylvania,North East,1
Pennsylvania,North Huntingdon,1
Pennsylvania,Northumberland,1
Pennsylvania,North Wales,1
Pennsylvania,Nottingham,1
Pennsylvania,Oil City,1
Pennsylvania,Old Forge,1
Pennsylvania,Ottsville,1
Pennsylvania,Palmyra,1
Pennsylvania,Paoli,1
Pennsylvania,Parkesburg,1
Pennsylvania,Pennsburg,1
Pennsylvania,Perkasie,2
Pennsylvania,Philadelphia,60
Pennsylvania,Philipsburg,1
Pennsylvania,Phoenixville,2
Pennsylvania,Pittsburgh,19
Pennsylvania,Pittston,1
Pennsylvania,Plymouth,1
Pennsylvania,Plymouth Meeting,2
Pennsylvania,Pottstown,4
Pennsylvania,Pottsville,2
Pennsylvania,Prospect Park,1
Pennsylvania,Quakertown,2
Pennsylvania,Reading,6
Pennsylvania,Red Lion,1
Pennsylvania,Richboro,1
Pennsylvania,Richeyville,1
Pennsylvania,Richland,1
Pennsylvania,Ridley,1
Pennsylvania,Rosemont,1
Pennsylvania,Roxborough,1
Pennsylvania,Royersford,2
Pennsylvania,Sayre,1
Pennsylvania,Schnecksville,1
Pennsylvania,Schwenksville,1
Pennsylvania,Scranton,4
Pennsylvania,Secane,1
Pennsylvania,Selinsgrove,2
Pennsylvania,Shamokin,1
Pennsylvania,Sharon Hill,1
Pennsylvania,Shickshinny,1
Pennsylvania,Shippensburg,1
Pennsylvania,Shoemakersville,1
Pennsylvania,Shrewsbury,1
Pennsylvania,Sinking Spring,1
Pennsylvania,Somerset,1
Pennsylvania,Souderton,1
Pennsylvania,South Williamsport,1
Pennsylvania,Springfield,4
Pennsylvania,Spring House,1
Pennsylvania,State College,5
Pennsylvania,Stroudsburg,2
Pennsylvania,Sunbury,1
Pennsylvania,Susquehanna,1
Pennsylvania,Swarthmore,1
Pennsylvania,Swissvale,1
Pennsylvania,Tannersville,1
Pennsylvania,Temple,1
Pennsylvania,Thorndale,1
Pennsylvania,Titusville,1
Pennsylvania,Towanda,1
Pennsylvania,Tunkhannock,1
Pennsylvania,Turtle Creek,1
Pennsylvania,Uniontown,2
Pennsylvania,Upper Chicheste,1
Pennsylvania,Warminster,3
Pennsylvania,Warren,1
Pennsylvania,Warrington,1
Pennsylvania,Washington,1
Pennsylvania,Watsontown,1
Pennsylvania,Wayne,2
Pennsylvania,Waynesboro,1
Pennsylvania,Waynesburg,1
Pennsylvania,Wellsboro,1
Pennsylvania,West Chester,6
Pennsylvania,West Grove,1
Pennsylvania,West Mifflin,1
Pennsylvania,Wexford,1
Pennsylvania,Whitehall,1
Pennsylvania,Wilkes barre,1
Pennsylvania,Wilkes barre Township,1
Pennsylvania,Wilkinsburg,1
Pennsylvania,Williamsport,1
Pennsylvania,Willow Grove,1
Pennsylvania,Wind Gap,1
Pennsylvania,Womelsdorf,1
Pennsylvania,Woodlyn,1
Pennsylvania,Wrightstown,1
Pennsylvania,Wynnewood,1
Pennsylvania,Wyoming,1
Pennsylvania,Wyomissing,1
Pennsylvania,Yardley,2
Pennsylvania,Yeadon,1
Pennsylvania,York,6
Pennsylvania,Zieglersville,1
Tennessee,Alcoa,1
Tennessee,Antioch,1
Tennessee,Arlington,1
Tennessee,Athens,2
Tennessee,Bartlett,1
Tennessee,Brentwood,2
Tennessee,Bristol,3
Tennessee,Chattanooga,11
Tennessee,Cleveland,5
Tennessee,Clinton,1
Tennessee,Collierville,1
Tennessee,Columbia,2
Tennessee,Cookeville,2
Tennessee,Cordova,1
Tennessee,Corryton,1
Tennessee,Crossville,1
Tennessee,Decherd,1
Tennessee,Dickson,1
Tennessee,Dresden,1
Tennessee,Dyersburg,1
Tennessee,East Ridge,1
Tennessee,Elizabethton,2
Tennessee,Erwin,1
Tennessee,Farragut,1
Tennessee,Fayetteville,1
Tennessee,Fountain City knoxville,1
Tennessee,Franklin,5
Tennessee,Gallatin,1
Tennessee,Germantown,1
Tennessee,Greeneville,3
Tennessee,Halls Crossroads,1
Tennessee,Harriman,1
Tennessee,Hendersonville,2
Tennessee,Hermitage,1
Tennessee,Hixson,3
Tennessee,Jackson,2
Tennessee,Jasper,1
Tennessee,Jefferson City,1
Tennessee,Johnson City,4
Tennessee,Kingsport,5
Tennessee,Knoxville,16
Tennessee,Lafollette,1
Tennessee,Lavergne,1
Tennessee,Lawrenceburg,1
Tennessee,Lebanon,1
Tennessee,Lenoir City,1
Tennessee,Madison,3
Tennessee,Madisonville,1
Tennessee,Martin,1
Tennessee,Maryville,3
Tennessee,Memphis,9
Tennessee,Monteagle,1
Tennessee,Morristown,2
Tennessee,Mount Juliet,1
Tennessee,Murfreesboro,4
Tennessee,Nashville,13
Tennessee,Newport,1
Tennessee,Oak Ridge,1
Tennessee,Paris,1
Tennessee,Pigeon Forge,1
Tennessee,Piney Flats,1
Tennessee,Portland,1
Tennessee,Powell,1
Tennessee,Pulaski,1
Tennessee,Rogersville,1
Tennessee,Savannah,1
Tennessee,Sevierville,1
Tennessee,Shelbyville,1
Tennessee,Signal Mountain,1
Tennessee,Smyrna,3
Tennessee,Soddy Daisy,1
Tennessee,Springfield,1
Tennessee,Spring Hill,1
Tennessee,Tellico Plains,1
Tennessee,Thompsons Station,1
Tennessee,Trenton,1
Tennessee,Tullahoma,1
Tennessee,Waverly,1
Texas,Abilene,3
Texas,Addison,1
Texas,Alamo Heights,1
Texas,Aledo,1
Texas,Alice,1
Texas,Allen,6
Texas,Alton,1
Texas,Alvarado,1
Texas,Alvin,1
Texas,Amarillo,5
Texas,Angleton,1
Texas,Anna,1
Texas,Aransas Pass,1
Texas,Argyle,1
Texas,Arlington,11
Texas,Athens,1
Texas,Atlanta,1
Texas,Austin,32
Texas,Azle,1
Texas,Balch Springs,1
Texas,Balcones Heights,1
Texas,Bandera,1
Texas,Bastrop,1
Texas,Bay City,1
Texas,Baytown,4
Texas,Beaumont,5
Texas,Bedford,3
Texas,Bee Cave,2
Texas,Bellaire,1
Texas,Belton,1
Texas,Benbrook,1
Texas,Beverly Hills,1
Texas,Big Spring,1
Texas,Borger,1
Texas,Bowie,1
Texas,Breckenridge,1
Texas,Bridge City,1
Texas,Brownsville,5
Texas,Brownwood,2
Texas,Bryan,2
Texas,Buda,1
Texas,Burleson,3
Texas,Cameron,1
Texas,Canton,1
Texas,Canyon Lake,1
Texas,Carrollton,5
Texas,Carthage,1
Texas,Castle Hills,1
Texas,Cedar Hill,2
Texas,Cedar Park,3
Texas,Celina,1
Texas,Center,1
Texas,Channelview,1
Texas,Cibolo,1
Texas,Clarksville,1
Texas,Clear Lake Shores,1
Texas,Cleburne,1
Texas,Cleveland,1
Texas,Cockrell Hill,1
Texas,College Station,4
Texas,Commerce,1
Texas,Conroe,4
Texas,Converse,1
Texas,Coppell,2
Texas,Corinth,1
Texas,Corpus Christi,12
Texas,Corsicana,1
Texas,Crosby,1
Texas,Cross Roads,1
Texas,Crowley,1
Texas,Cypress,9
Texas,Dallas,53
Texas,Decatur,1
Texas,Deer Park,1
Texas,Del Rio,1
Texas,Denison,1
Texas,Denton,4
Texas,Desoto,1
Texas,Dickinson,2
Texas,Donna,1
Texas,Dumas,1
Texas,Duncanville,2
Texas,Edinburg,3
Texas,Elgin,1
Texas,El Paso,13
Texas,Elsa,1
Texas,Ennis,1
Texas,Euless,1
Texas,Fair Oaks,1
Texas,Farmers Branch,1
Texas,Floresville,1
Texas,Flower Mound,3
Texas,Forest Hill,1
Texas,Forney,1
Texas,Fortworth,1
Texas,Fort Worth,26
Texas,Freeport,1
Texas,Friendswood,1
Texas,Frisco,8
Texas,Fulshear,1
Texas,Gainesville,1
Texas,Galveston,3
Texas,Garland,6
Texas,Georgetown,3
Texas,Gladewater,1
Texas,Granbury,1
Texas,Grand Prairie,5
Texas,Grapevine,4
Texas,Greenville,1
Texas,Gun Barrel City,1
Texas,Haltom City,1
Texas,Harker Heights,1
Texas,Harlingen,3
Texas,Haslet,1
Texas,Heath,1
Texas,Helotes,1
Texas,Henderson,1
Texas,Hereford,1
Texas,Houston,91
Texas,Humble,7
Texas,Huntsville,3
Texas,Hurst,2
Texas,Hutto,1
Texas,Iowa Colony,1
Texas,Irving,8
Texas,Jacksonville,1
Texas,Jersey Village,1
Texas,Katy,11
Texas,Kaufman,1
Texas,Keller,3
Texas,Kerrville,1
Texas,Kilgore,1
Texas,Killeen,2
Texas,Kingsville,1
Texas,Kingwood,2
Texas,Kyle,2
Texas,La Feria,1
Texas,Lago Vista,1
Texas,Lake Jackson,2
Texas,Lakeway,1
Texas,Lake Worth,1
Texas,La Marque,1
Texas,Lamesa,1
Texas,Lancaster,1
Texas,Lantana,1
Texas,La Porte,1
Texas,Laredo,5
Texas,League City,5
Texas,Leander,1
Texas,Levelland,1
Texas,Lewisville,5
Texas,Liberty,1
Texas,Lindale,1
Texas,Little Elm,1
Texas,Livingston,1
Texas,Longview,3
Texas,Lubbock,11
Texas,Lufkin,2
Texas,Lumberton,1
Texas,Lytle,1
Texas,Magnolia,1
Texas,Mansfield,5
Texas,Manvel,1
Texas,Marble Falls,1
Texas,Marshall,1
Texas,Mathis,1
Texas,Mcallen,4
Texas,Mckinney,9
Texas,Meadows Place,1
Texas,Melissa,1
Texas,Mesquite,4
Texas,Mexia,1
Texas,Midland,4
Texas,Midlothian,1
Texas,Mineola,1
Texas,Mineral Wells,1
Texas,Mission,3
Texas,Missouri City,6
Texas,Montgomery,3
Texas,Mount Pleasant,1
Texas,Murphy,1
Texas,Nacogdoches,1
Texas,Nassau Bay,1
Texas,Nederland,1
Texas,New Braunfels,4
Texas,North Dallas,1
Texas,North Richland,1
Texas,North Richlandhills,1
Texas,North Richland Hills,2
Texas,Odessa,5
Texas,Orange,2
Texas,Palestine,1
Texas,Pampa,1
Texas,Paris,2
Texas,Pasadena,4
Texas,Pasedena,1
Texas,Pearland,6
Texas,Pflugerville,3
Texas,Pharr,1
Texas,Pittsburg,1
Texas,Plainview,1
Texas,Plano,15
Texas,Port Aransas,1
Texas,Port Arthur,3
Texas,Porter,1
Texas,Portland,1
Texas,Port Lavaca,1
Texas,Princeton,1
Texas,Prosper,2
Texas,Raymondville,1
Texas,Red Oak,1
Texas,Richardson,6
Texas,Richland Hills,1
Texas,Richmond,7
Texas,River Oaks,1
Texas,Roanoke,1
Texas,Robstown,1
Texas,Rockport,1
Texas,Rockwall,2
Texas,Rosenberg,2
Texas,Rosenburg,1
Texas,Rosharon,1
Texas,Round Rock,6
Texas,Rowlett,3
Texas,Royse City,1
Texas,Saginaw,1
Texas,San Angelo,2
Texas,San Antonio,57
Texas,San Juan,1
Texas,San Marcos,3
Texas,Santa Fe,1
Texas,Schertz,2
Texas,Seabrook,1
Texas,Sealy,1
Texas,Seguin,1
Texas,Selma,1
Texas,Seminole,1
